date,accY,accZ,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,d1,d2,d3
2014_11_11_15_19_54    367,-953,588,360,357,668,602,3,260,132,2,2,5,716,556,448,796,774,1.0,0,0
2014_11_11_15_19_54    365,-996,588,365,271,662,602,2,204,143,2,2,2,713,557,447,803,774,1.0,0,0
2014_11_11_15_19_54    383,-944,561,359,273,663,602,2,235,163,2,2,2,707,555,448,794,773,1.0,0,0
2014_11_11_15_19_54    366,-976,569,364,287,664,603,1,230,164,1,3,0,685,557,447,794,773,1.0,0,0
2014_11_11_15_19_54    369,-1009,584,365,267,663,596,1,251,162,3,2,2,709,556,447,794,773,1.0,0,0
2014_11_11_15_19_54    356,-932,603,367,351,664,603,2,271,170,2,2,2,706,556,449,801,773,1.0,0,0
2014_11_11_15_19_54    377,-993,598,366,349,662,604,2,218,174,2,1,2,704,553,449,810,773,1.0,0,0
2014_11_11_15_19_54    368,-977,575,363,354,663,597,2,260,165,1,2,1,684,555,448,813,773,2.0,0,0
2014_11_11_15_19_54    382,-973,583,362,334,664,594,2,223,165,3,2,2,681,554,449,813,773,2.0,0,0
2014_11_11_15_19_54    371,-965,582,364,330,663,597,1,244,137,4,0,3,680,556,449,814,774,2.0,0,0
2014_11_11_15_19_54    367,-963,572,360,352,665,567,4,299,131,1,1,3,682,557,449,817,774,2.0,0,0
2014_11_11_15_19_54    368,-951,590,367,360,666,592,2,260,137,2,1,2,686,553,448,814,774,2.0,0,0
2014_11_11_15_19_54    375,-976,575,365,355,666,590,2,200,125,1,2,1,701,554,450,813,774,2.0,0,0
2014_11_11_15_19_55    379,-957,590,354,360,667,589,3,225,146,3,3,1,704,559,447,815,773,2.0,0,0
2014_11_11_15_19_55    368,-945,565,354,326,665,589,1,181,149,1,2,2,696,559,447,815,774,2.0,0,0
2014_11_11_15_19_55    371,-968,542,356,280,666,583,2,183,142,2,0,2,693,562,448,815,773,2.0,0,0
2014_11_11_15_19_55    384,-1009,590,354,278,666,586,2,207,124,2,2,2,692,559,448,814,775,2.0,0,0
2014_11_11_15_19_55    352,-961,590,359,326,666,588,2,216,127,1,2,1,692,567,448,816,773,2.0,0,0
2014_11_11_15_19_55    359,-961,587,357,258,666,588,1,243,122,0,3,2,694,567,448,815,773,2.0,0,0
2014_11_11_15_19_55    355,-970,575,353,261,665,589,2,199,138,2,1,0,695,564,446,816,774,2.0,0,0
2014_11_11_15_19_55    348,-937,575,282,265,664,584,1,236,128,2,2,0,692,553,445,815,772,2.0,0,0
2014_11_11_15_19_55    353,-991,600,352,288,665,597,1,192,123,1,2,1,694,550,447,816,774,2.0,0,0
2014_11_11_15_19_55    387,-924,544,341,360,670,612,2,254,145,1,2,2,680,541,450,818,778,2.0,0,0
2014_11_11_15_19_55    438,-1108,542,373,351,678,626,2,407,153,1,2,3,689,535,458,807,776,2.0,0,0
2014_11_11_15_19_55    383,-1008,535,387,473,679,619,2,450,181,3,2,2,699,529,464,819,776,2.0,0,0
2014_11_11_15_19_55    388,-960,520,395,458,671,629,1,454,151,2,2,2,706,515,465,800,778,2.0,0,0
2014_11_11_15_19_55    344,-985,520,381,443,673,595,2,413,169,1,2,2,709,513,454,790,776,2.0,0,0
2014_11_11_15_19_55    326,-900,536,383,361,676,573,2,321,154,2,1,2,704,510,446,779,771,2.0,0,0
2014_11_11_15_19_55    325,-977,611,383,301,675,543,1,244,192,2,2,2,705,507,447,776,772,2.0,0,0
2014_11_11_15_19_55    327,-1037,568,378,331,677,560,0,296,190,2,1,3,712,498,447,775,771,2.0,0,0
2014_11_11_15_19_55    327,-980,535,395,390,678,601,2,368,206,4,2,1,719,484,450,773,772,2.0,0,0
2014_11_11_15_19_55    358,-1002,566,400,397,678,597,1,387,206,1,2,2,721,487,449,772,772,2.0,0,0
2014_11_11_15_19_55    376,-960,559,400,386,677,597,2,303,171,2,1,3,718,510,448,770,774,2.0,0,0
2014_11_11_15_19_56    376,-960,559,400,386,677,597,2,303,171,2,1,3,718,510,448,770,774,2.0,0,0
2014_11_11_15_19_56    399,-964,555,384,367,674,584,2,248,150,1,2,1,711,463,448,769,770,2.0,0,0
2014_11_11_15_19_56    383,-1049,560,375,247,670,592,1,243,157,1,2,1,714,454,447,769,770,2.0,0,0
2014_11_11_15_19_56    390,-1017,547,370,396,663,611,1,245,151,2,1,3,715,517,447,789,770,2.0,0,0
2014_11_11_15_19_56    355,-919,542,377,378,661,594,3,50,137,2,1,2,718,493,445,789,769,2.0,0,0
2014_11_11_15_19_56    387,-889,571,230,348,653,601,0,148,134,0,0,2,721,507,449,791,771,2.0,0,0
2014_11_11_15_19_56    399,-1008,577,385,358,650,605,2,160,150,2,2,1,718,509,450,786,769,2.0,0,0
2014_11_11_15_19_56    406,-997,551,388,360,657,610,2,79,167,2,2,2,719,508,452,789,771,2.0,0,0
2014_11_11_15_19_56    406,-997,551,388,360,657,610,2,79,167,2,2,2,719,508,452,789,771,2.0,0,0
2014_11_11_15_19_56    383,-975,568,381,367,657,618,2,317,177,2,1,2,720,516,453,794,772,2.0,0,0
2014_11_11_15_19_56    391,-978,575,415,391,661,621,2,322,181,2,2,2,723,523,454,800,771,2.0,0,0
2014_11_11_15_19_56    380,-968,575,420,396,664,618,2,326,180,0,0,2,722,528,454,802,772,2.0,0,0
2014_11_11_15_19_56    377,-947,588,422,387,664,613,1,355,193,2,2,2,724,527,456,802,774,2.0,0,0
2014_11_11_15_19_56    385,-974,591,425,402,664,618,2,356,192,2,3,1,722,529,455,803,773,2.0,0,0
2014_11_11_15_19_56    395,-989,596,422,405,664,618,2,381,193,2,1,2,722,527,455,804,774,2.0,0,0
2014_11_11_15_19_56    369,-943,591,425,396,664,620,2,403,188,1,2,2,722,530,453,804,774,2.0,0,0
2014_11_11_15_19_56    385,-975,591,422,412,663,618,2,393,190,2,2,2,721,540,455,806,773,2.0,0,0
2014_11_11_15_19_56    375,-945,577,427,433,664,619,1,390,187,2,0,2,721,536,459,806,773,2.0,0,0
2014_11_11_15_19_56    369,-957,590,427,432,664,624,1,395,188,2,2,2,722,538,466,805,773,2.0,0,0
2014_11_11_15_19_56    398,-976,590,422,433,664,623,2,397,184,2,1,2,722,539,457,807,774,2.0,0,0
2014_11_11_15_19_57    391,-945,611,427,433,665,621,2,390,182,2,2,1,722,537,468,809,773,2.0,0,0
2014_11_11_15_19_57    368,-1000,599,425,436,663,625,1,398,183,1,2,2,720,540,471,808,771,2.0,0,0
2014_11_11_15_19_57    361,-954,585,431,434,664,627,2,390,182,2,2,1,722,540,474,809,773,2.0,0,0
2014_11_11_15_19_57    380,-943,615,430,434,665,631,1,393,184,2,2,1,719,540,472,807,774,2.0,0,0
2014_11_11_15_19_57    360,-928,615,431,434,665,632,3,393,191,2,2,2,715,540,473,808,773,2.0,0,0
2014_11_11_15_19_57    359,-932,621,430,434,665,628,2,393,188,2,1,2,715,543,473,806,772,2.0,0,0
2014_11_11_15_19_57    371,-968,607,432,428,664,632,4,379,182,1,1,2,717,542,461,807,773,2.0,0,0
2014_11_11_15_19_57    368,-928,617,427,416,664,631,2,382,185,2,2,2,719,538,459,806,774,2.0,0,0
2014_11_11_15_19_57    371,-957,624,427,399,663,634,2,382,179,2,3,1,721,540,457,805,773,2.0,0,0
2014_11_11_15_19_57    382,-928,624,424,408,661,631,2,374,186,2,1,1,720,538,456,805,775,2.0,0,0
2014_11_11_15_19_57    414,-1002,624,425,402,661,632,0,376,186,1,2,2,723,541,453,802,782,2.0,0,0
2014_11_11_15_19_57    414,-1002,624,425,402,661,632,0,376,186,1,2,2,723,541,453,802,782,2.0,0,0
2014_11_11_15_19_57    387,-949,606,425,396,657,623,2,369,181,2,1,1,722,538,448,799,781,2.0,0,0
2014_11_11_15_19_57    398,-926,614,400,383,653,626,1,359,177,1,0,2,723,535,448,798,776,2.0,0,0
2014_11_11_15_19_57    390,-951,615,401,285,651,616,2,275,167,2,2,3,719,527,446,795,775,2.0,0,0
2014_11_11_15_19_57    380,-1060,558,391,287,670,618,2,276,161,2,2,2,720,530,447,796,775,2.0,0,0
2014_11_11_15_19_57    399,-994,614,398,291,669,615,0,307,167,3,2,2,720,532,449,796,775,2.0,0,0
2014_11_11_15_19_57    399,-1010,674,405,325,667,622,2,386,163,2,1,0,719,547,453,784,774,2.0,0,0
2014_11_11_15_19_57    319,-832,647,435,415,681,629,2,386,197,0,2,1,717,520,460,781,775,2.0,0,0
2014_11_11_15_19_57    299,-940,583,430,420,687,619,1,398,164,1,2,2,723,553,463,780,774,2.0,0,0
2014_11_11_15_19_58    273,-817,639,443,410,676,621,1,400,233,2,1,2,717,536,457,776,773,2.0,0,0
2014_11_11_15_19_58    271,-792,636,410,412,675,627,2,407,167,2,2,2,726,533,451,774,773,2.0,0,0
2014_11_11_15_19_58    344,-1031,667,409,418,679,634,2,411,192,1,2,1,716,554,454,774,776,2.0,0,0
2014_11_11_15_19_58    399,-1009,568,415,399,671,632,3,362,179,1,1,2,718,552,447,771,772,2.0,0,0
2014_11_11_15_19_58    377,-1021,556,419,441,671,652,2,378,150,1,2,2,711,550,446,771,771,2.0,0,0
2014_11_11_15_19_58    371,-1016,614,410,439,673,655,2,368,149,2,2,1,712,534,443,763,771,2.0,0,0
2014_11_11_15_19_58    371,-1016,614,410,439,673,655,2,368,149,2,2,1,712,534,443,763,771,2.0,0,0
2014_11_11_15_19_58    359,-957,633,409,447,671,661,2,318,150,2,1,1,716,528,446,763,770,2.0,0,0
2014_11_11_15_19_58    393,-961,608,417,456,672,658,3,349,203,3,2,2,713,525,448,765,770,2.0,0,0
2014_11_11_15_19_58    339,-1044,615,422,456,673,660,2,365,192,2,1,2,722,528,449,766,771,2.0,0,0
2014_11_11_15_19_58    368,-900,608,419,456,671,662,1,368,201,2,2,1,718,532,451,768,770,2.0,0,0
2014_11_11_15_19_58    358,-1021,632,421,459,672,664,2,372,195,2,1,4,722,533,453,767,770,2.0,0,0
2014_11_11_15_19_58    355,-943,614,425,456,677,661,2,380,198,2,0,0,739,546,452,767,770,2.0,0,0
2014_11_11_15_19_58    335,-968,627,424,453,676,662,1,378,198,1,1,2,743,546,451,766,771,2.0,0,0
2014_11_11_15_19_58    344,-941,599,423,464,677,676,2,376,205,3,2,2,746,541,451,769,770,2.0,0,0
2014_11_11_15_19_58    359,-924,595,422,464,676,684,2,384,154,2,2,1,752,501,447,752,769,2.0,0,0
2014_11_11_15_19_58    384,-943,559,419,458,666,682,2,344,179,1,2,2,751,513,448,743,768,2.0,0,0
2014_11_11_15_19_58    399,-1032,623,423,444,667,687,2,331,162,1,2,1,751,517,446,757,768,2.0,0,0
2014_11_11_15_19_58    390,-936,608,421,410,663,683,2,330,138,2,3,2,743,524,444,755,769,2.0,0,0
2014_11_11_15_19_58    377,-961,611,311,404,660,678,1,272,151,1,2,2,739,538,442,761,767,2.0,0,0
2014_11_11_15_19_59    364,-940,591,312,412,658,672,2,299,158,1,2,2,740,530,443,761,767,2.0,0,0
2014_11_11_15_19_59    366,-997,604,325,411,661,678,2,375,210,2,2,2,742,536,442,762,767,2.0,0,0
2014_11_11_15_19_59    352,-936,606,398,416,663,674,3,371,155,1,2,2,743,540,443,763,767,2.0,0,0
2014_11_11_15_19_59    380,-978,590,394,415,664,681,2,370,193,1,2,2,744,543,441,763,766,2.0,0,0
2014_11_11_15_19_59    379,-965,592,418,416,662,682,2,376,196,1,1,1,744,551,444,764,766,2.0,0,0
2014_11_11_15_19_59    403,-978,582,421,406,660,684,2,344,203,2,1,2,742,551,445,764,768,2.0,0,0
2014_11_11_15_19_59    406,-916,591,423,411,659,685,1,313,217,2,1,2,742,550,446,764,767,2.0,0,0
2014_11_11_15_19_59    406,-952,583,422,401,662,679,3,335,221,1,3,2,743,549,447,764,767,2.0,0,0
2014_11_11_15_19_59    380,-917,572,425,408,666,668,2,335,198,2,2,1,738,547,447,764,767,2.0,0,0
2014_11_11_15_19_59    406,-983,591,423,403,666,673,1,332,158,1,1,2,738,549,450,762,767,2.0,0,0
2014_11_11_15_19_59    412,-929,588,423,399,666,665,1,329,157,2,2,1,739,546,447,763,767,2.0,0,0
2014_11_11_15_19_59    412,-985,596,426,405,667,660,2,326,129,2,1,2,738,548,448,764,766,2.0,0,0
2014_11_11_15_19_59    384,-975,569,426,400,668,655,2,327,174,1,1,2,736,545,447,764,766,2.0,0,0
2014_11_11_15_19_59    369,-928,591,427,397,670,659,1,327,145,2,0,1,737,543,448,764,767,2.0,0,0
2014_11_11_15_19_59    382,-936,624,423,396,671,657,0,339,174,2,1,2,738,544,447,764,766,2.0,0,0
2014_11_11_15_19_59    391,-991,583,423,387,670,637,2,332,144,1,2,2,734,546,445,765,767,3.0,0,0
2014_11_11_15_19_59    390,-961,583,425,407,670,637,1,342,153,1,2,1,736,548,447,764,766,3.0,0,0
2014_11_11_15_19_59    372,-976,583,421,413,670,633,1,336,150,2,0,2,737,553,447,764,766,3.0,0,0
2014_11_11_15_19_59    383,-960,612,420,417,671,633,2,342,148,4,3,4,738,554,447,767,767,3.0,0,0
2014_11_11_15_19_59    369,-953,608,423,410,670,631,2,329,214,2,2,1,738,555,447,766,767,3.0,0,0
2014_11_11_15_20_00    395,-991,577,424,412,670,627,2,340,149,1,1,2,737,556,448,766,766,3.0,0,0
2014_11_11_15_20_00    404,-945,600,423,414,670,628,2,346,155,2,1,1,736,556,449,769,767,3.0,0,0
2014_11_11_15_20_00    368,-929,575,423,420,671,623,1,351,149,3,4,2,737,559,447,778,767,3.0,0,0
2014_11_11_15_20_00    368,-929,568,424,409,669,623,1,338,149,1,2,0,738,559,447,778,767,3.0,0,0
2014_11_11_15_20_00    387,-977,583,423,411,670,620,2,346,192,2,2,2,737,562,446,780,766,3.0,0,0
2014_11_11_15_20_00    395,-948,601,426,411,669,617,2,334,198,1,2,1,740,559,447,779,769,3.0,0,0
2014_11_11_15_20_00    395,-948,601,426,411,669,617,2,334,198,1,2,1,740,559,447,779,769,3.0,0,0
2014_11_11_15_20_00    383,-925,591,424,424,670,616,0,338,203,2,0,2,737,559,447,776,768,3.0,0,0
2014_11_11_15_20_00    375,-1008,575,415,419,670,618,2,343,204,3,1,1,737,558,447,772,768,3.0,0,0
2014_11_11_15_20_00    396,-964,583,410,405,671,614,1,347,197,2,2,2,734,557,442,768,767,3.0,0,0
2014_11_11_15_20_00    396,-964,583,410,405,671,614,1,347,197,2,2,2,734,557,442,768,767,3.0,0,0
2014_11_11_15_20_00    387,-941,583,402,402,669,614,2,361,187,1,2,1,732,555,443,768,767,3.0,0,0
2014_11_11_15_20_00    380,-965,572,403,395,669,614,2,369,192,2,1,1,731,558,444,767,768,3.0,0,0
2014_11_11_15_20_00    391,-991,595,401,399,669,614,2,367,193,1,2,2,732,557,443,769,767,3.0,0,0
2014_11_11_15_20_00    380,-944,595,400,398,670,611,2,364,195,2,2,2,730,553,441,768,768,3.0,0,0
2014_11_11_15_20_00    384,-958,563,403,305,669,606,2,330,194,3,2,1,709,556,442,765,767,3.0,0,0
2014_11_11_15_20_00    392,-968,560,396,305,669,607,2,388,196,1,1,2,730,554,443,766,768,3.0,0,0
2014_11_11_15_20_00    383,-992,556,397,305,669,608,0,359,194,2,2,2,730,554,443,766,767,3.0,0,0
2014_11_11_15_20_00    372,-953,560,393,322,666,609,1,385,192,2,2,1,729,553,444,765,767,3.0,0,0
2014_11_11_15_20_00    377,-997,558,395,317,668,611,0,400,201,2,2,2,725,553,445,769,767,3.0,0,0
2014_11_11_15_20_00    363,-964,560,397,320,669,611,2,392,208,2,1,3,726,557,446,774,768,3.0,0,0
2014_11_11_15_20_01    371,-980,574,394,324,669,611,0,385,204,2,2,1,729,559,445,771,769,3.0,0,0
2014_11_11_15_20_01    377,-993,579,393,300,669,607,2,393,197,2,6,2,727,556,446,758,769,3.0,0,0
2014_11_11_15_20_01    375,-964,563,393,326,669,595,2,389,196,2,2,1,727,555,446,755,768,3.0,0,0
2014_11_11_15_20_01    371,-964,559,390,332,667,587,2,394,201,2,2,1,729,553,444,754,768,3.0,0,0
2014_11_11_15_20_01    371,-964,559,390,332,667,587,2,394,201,2,2,1,729,553,444,754,768,3.0,0,0
2014_11_11_15_20_01    377,-989,567,390,328,666,582,2,386,200,2,4,3,730,553,447,759,768,3.0,0,0
2014_11_11_15_20_01    374,-973,562,387,281,667,575,2,371,148,2,2,1,729,553,445,759,770,3.0,0,0
2014_11_11_15_20_01    391,-1010,543,388,281,668,576,2,336,126,2,2,4,729,553,447,757,770,3.0,0,0
2014_11_11_15_20_01    389,-1000,542,384,276,666,576,1,364,124,3,3,1,729,552,447,754,769,3.0,0,0
2014_11_11_15_20_01    406,-989,540,383,277,667,579,1,361,121,2,4,0,727,550,447,755,769,3.0,0,0
2014_11_11_15_20_01    395,-1004,551,382,278,666,581,2,360,124,2,2,2,727,552,448,756,770,3.0,0,0
2014_11_11_15_20_01    368,-985,550,381,279,667,574,1,346,120,1,2,2,725,553,447,755,769,3.0,0,0
2014_11_11_15_20_01    364,-1002,560,374,275,666,568,2,337,135,1,1,1,725,555,447,755,769,3.0,0,0
2014_11_11_15_20_01    367,-989,520,372,262,667,569,2,296,128,0,1,2,723,551,447,754,769,3.0,0,0
2014_11_11_15_20_01    359,-1009,542,372,266,666,569,2,298,145,2,2,2,724,550,446,753,769,3.0,0,0
2014_11_11_15_20_01    365,-960,519,371,264,665,570,2,309,167,2,0,1,722,553,447,759,769,3.0,0,0
2014_11_11_15_20_01    378,-984,535,365,259,665,569,1,267,182,1,2,2,726,551,446,763,766,3.0,0,0
2014_11_11_15_20_01    387,-1031,561,363,263,663,570,1,296,183,1,2,0,725,555,446,761,769,3.0,0,0
2014_11_11_15_20_01    374,-1048,499,371,266,665,570,2,304,181,2,2,2,728,555,445,752,770,3.0,0,0
2014_11_11_15_20_01    353,-1024,531,365,269,664,564,2,322,180,1,2,1,723,553,444,741,768,3.0,0,0
2014_11_11_15_20_02    367,-1064,569,369,249,666,561,1,337,151,2,2,0,713,539,443,739,764,3.0,0,0
2014_11_11_15_20_02    326,-922,571,321,277,684,569,1,358,207,1,2,2,683,500,441,741,766,3.0,0,0
2014_11_11_15_20_02    320,-996,536,321,326,685,579,2,357,192,2,2,2,676,493,440,736,767,3.0,0,0
2014_11_11_15_20_02    336,-1087,483,366,321,670,612,2,202,106,2,3,2,685,515,439,734,765,3.0,0,0
2014_11_11_15_20_02    355,-976,480,343,326,669,619,1,249,92,2,1,3,683,520,441,733,763,3.0,0,0
2014_11_11_15_20_02    371,-1090,455,338,336,669,609,2,213,88,2,1,1,673,522,437,730,765,3.0,0,0
2014_11_11_15_20_02    399,-1069,478,334,334,669,620,1,228,82,2,3,2,685,510,439,730,764,3.0,0,0
2014_11_11_15_20_02    359,-1034,476,334,218,665,667,1,235,4,2,0,1,690,524,438,722,765,3.0,0,0
2014_11_11_15_20_02    380,-1021,566,357,256,674,671,2,239,39,1,1,2,701,537,438,722,764,3.0,0,0
2014_11_11_15_20_02    359,-904,531,359,251,675,673,2,235,19,2,2,2,697,535,440,722,764,3.0,0,0
2014_11_11_15_20_02    345,-925,519,359,233,688,675,2,241,12,1,3,1,696,531,438,717,764,3.0,0,0
2014_11_11_15_20_02    398,-1111,473,325,226,694,675,2,233,2,1,1,2,698,522,435,720,763,3.0,0,0
2014_11_11_15_20_02    347,-948,483,351,211,695,672,2,241,2,2,2,2,691,530,439,725,763,3.0,0,0
2014_11_11_15_20_02    359,-1036,505,358,222,698,671,1,219,1,2,2,2,695,521,439,728,764,3.0,0,0
2014_11_11_15_20_02    361,-938,515,354,236,695,668,2,166,2,1,1,2,703,552,439,731,765,3.0,0,0
2014_11_11_15_20_02    361,-938,515,354,236,695,668,2,166,2,1,1,2,703,552,439,731,765,3.0,0,0
2014_11_11_15_20_02    359,-1006,536,355,304,696,669,1,179,2,2,2,1,708,526,438,733,761,3.0,0,0
2014_11_11_15_20_02    396,-914,520,354,307,697,672,1,186,2,2,1,2,713,555,442,738,763,3.0,0,0
2014_11_11_15_20_02    382,-953,506,355,321,696,671,0,240,2,1,1,3,723,535,442,742,761,3.0,0,0
2014_11_11_15_20_03    408,-1033,537,356,321,697,673,1,235,7,2,2,2,730,550,441,743,764,3.0,0,0
2014_11_11_15_20_03    393,-1009,524,357,320,697,672,0,243,6,2,1,4,733,525,440,744,765,3.0,0,0
2014_11_11_15_20_03    372,-962,540,360,326,688,671,2,243,2,2,2,2,734,519,442,744,763,3.0,0,0
2014_11_11_15_20_03    358,-960,519,361,323,691,672,1,253,5,2,2,2,738,524,443,744,763,3.0,0,0
2014_11_11_15_20_03    382,-976,510,360,326,686,672,3,253,1,2,0,2,737,527,443,743,764,3.0,0,0
2014_11_11_15_20_03    396,-1057,550,362,323,685,672,2,253,2,2,1,3,736,531,443,743,761,3.0,0,0
2014_11_11_15_20_03    384,-993,542,359,322,672,673,2,258,0,2,2,2,735,521,441,745,763,3.0,0,0
2014_11_11_15_20_03    396,-988,531,360,319,674,673,0,258,2,2,2,2,734,523,439,745,764,3.0,0,0
2014_11_11_15_20_03    407,-999,547,357,289,675,669,2,261,1,3,2,1,733,524,440,746,763,3.0,0,0
2014_11_11_15_20_03    390,-1037,508,357,255,673,670,1,264,2,1,2,2,729,523,439,745,761,3.0,0,0
2014_11_11_15_20_03    403,-1056,503,340,244,671,609,1,257,3,3,2,1,715,518,438,742,763,3.0,0,0
2014_11_11_15_20_03    396,-916,519,148,222,672,611,2,256,2,0,2,2,720,492,440,745,764,3.0,0,0
2014_11_11_15_20_03    382,-959,531,19,220,674,607,2,259,2,2,2,1,720,494,435,745,763,3.0,0,0
2014_11_11_15_20_03    403,-993,544,90,226,672,608,1,262,105,3,1,2,721,509,435,744,762,3.0,0,0
2014_11_11_15_20_03    403,-993,544,90,226,672,608,1,262,105,3,1,2,721,509,435,744,762,3.0,0,0
2014_11_11_15_20_03    409,-1008,536,104,230,672,603,3,259,135,1,2,1,719,513,439,744,762,3.0,0,0
2014_11_11_15_20_03    406,-1034,511,18,222,672,591,2,258,129,4,1,1,716,511,438,744,763,3.0,0,0
2014_11_11_15_20_03    368,-976,572,9,193,672,588,1,113,141,2,2,2,711,465,435,744,759,3.0,0,0
2014_11_11_15_20_03    375,-1065,560,51,197,684,618,2,252,152,4,2,2,704,505,442,745,762,3.0,0,0
2014_11_11_15_20_03    364,-1056,568,326,330,699,676,2,242,184,2,2,1,725,558,454,746,765,3.0,0,0
2014_11_11_15_20_04    328,-926,480,341,358,702,675,1,315,124,1,2,2,720,568,456,743,766,3.0,0,0
2014_11_11_15_20_04    369,-872,528,355,378,704,680,2,353,157,1,3,3,730,566,454,743,765,3.0,0,0
